scheme_code,scheme_name,alpha,beta,sharpe_ratio,sortino_ratio,tracking_error
100016,HDFC Top 100 Fund - Regular Plan - Growth,-0.08969879640543672,0.7884407334841197,-0.20151706755966936,-0.3510474601523089,0.14412116530593946
100025,HDFC Short Term Debt Fund - Regular - Growth,0.03319866074294831,0.06071304883828607,-0.5670947928476846,-0.9418212366054204,0.046097846273123175
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,0.11442300096849978,0.9915895273399906,1.093698743534631,1.8291339615146942,0.18758613210058753
101206,ABSL Frontline Equity Fund - Regular - Growth,0.09744276980996124,0.7370150749441956,1.0272133278753695,1.799562874698452,0.14456694038738985
101207,ABSL Small Cap Fund - Regular - Growth,-0.35074122431691096,2.8781840749412004,0.16266076928646772,0.27664379626092334,0.25159966120167043
101208,ABSL Liquid Fund - Regular - Growth,0.06103184313333541,-0.0010198340079364259,-0.8155673679088263,-1.681037866751281,0.026643408768289016
102885,UTI Nifty 50 Index Fund - Regular - Growth,0.07188210134066052,0.616292265757131,0.8170993373494367,1.4357420130649492,0.12774618202227364
102886,UTI Mid Cap Fund - Regular - Growth,-0.1156784482249716,0.9014414037954364,-0.20583160785470309,-0.34722230254727265,0.17982784205550398
102887,UTI Flexi Cap Fund - Regular - Growth,0.024546563427794304,0.8682864578367645,0.6195175900829828,1.0887552508030016,0.1559796725441867
118632,Nippon India Large Cap Fund - Regular - Growth,0.057106039669331816,1.0119847058962186,1.0816591793457042,1.850132546855726,0.13899060972622151
118633,Nippon India Large Cap Fund - Direct - Growth,0.04422646866006804,0.698535228576799,0.6452074382933215,1.154475716923624,0.13900024145787143
118634,Nippon India Small Cap Fund - Regular - Growth,-0.17834516605752684,2.2420162446678216,0.44843400890899127,0.7460146308533572,0.24765789687270418
118635,Nippon India ETF Nifty 50 BeES,0.05179487547677479,0.6258420867428852,0.664856998549062,1.137976718780742,0.1291680447087649
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.03495242125822959,0.09956905729843599,-0.35662950751436784,-0.6135251287271023,0.046209354693661414
119092,Axis Bluechip Fund - Regular - Growth,-0.115018727162994,1.1590213318629516,0.03078485095458594,0.05257398559304803,0.1362427806841648
119093,Axis Bluechip Fund - Direct - Growth,-0.0781152813660859,1.0139262119982864,0.12961449795669328,0.22108683979276353,0.1373004240779602
119094,Axis Midcap Fund - Regular - Growth,0.016867230962721087,1.520896481602754,0.9982309868636413,1.7037974802463003,0.19044532522870028
119095,Axis Small Cap Fund - Regular - Growth,-0.3056243461244477,2.2108490756850485,-0.0759735711747892,-0.12818559275851926,0.24596118426633634
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.04251454061462542,0.08487388027964798,-0.22657538662791576,-0.37676700817066683,0.04626748361668081
119551,SBI Bluechip Fund - Regular Plan - Growth,0.14151304739808193,0.5629308778564813,1.2082665673727175,2.140267129061793,0.1371012726641961
119552,SBI Bluechip Fund - Direct Plan - Growth,0.06197305331497181,0.8546331906290231,0.9532794968660104,1.609776489628308,0.13764551622652188
119598,SBI Small Cap Fund - Regular Plan - Growth,-0.08812721951686422,2.457368834340668,0.9453082575156095,1.6753165700125519,0.24603204381683716
119599,SBI Small Cap Fund - Direct Plan - Growth,-0.27362422338435166,2.03965414498836,-0.05718662582817995,-0.09438726129459606,0.24525135750470883
120503,ICICI Pru Bluechip Fund - Regular - Growth,0.028728935886037796,0.9247921208111867,0.7979728586052847,1.3379431500669237,0.13673930805070475
120504,ICICI Pru Bluechip Fund - Direct - Growth,0.11599437019255472,0.6065291576079518,1.0265242847993001,1.8052937940992548,0.14313048757767427
120505,ICICI Pru Midcap Fund - Regular - Growth,0.10264725537819627,1.1948147642957916,1.1801011976606492,2.0293529404657464,0.19043421777363795
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.018469334050126258,0.914058887459882,0.6488787755249532,1.0958951614736467,0.15043735819487858
120507,ICICI Pru Liquid Fund - Regular - Growth,0.06836000378313713,-0.005732200015387921,0.4957233929533123,1.0521238822609291,0.026740490598851866
120841,Kotak Bluechip Fund - Regular - Growth,0.020996230009682273,0.6951836824355575,0.4942725378672349,0.8625738849916581,0.13364439735533418
120842,Kotak Emerging Equity Fund - Regular - Growth,-0.09246402314999572,1.075704655273852,0.07599984804658923,0.12469346986475674,0.17673671089096196
120843,Kotak Flexicap Fund - Regular - Growth,0.10264488235821481,1.0687458558332725,1.3067439695428409,2.3643200321667184,0.15640626554841286
