scheme_code,scheme_name,cagr_1yr,cagr_3yr,sharpe_ratio,sortino_ratio,alpha,beta,expense_ratio,max_drawdown,fund_score
148567,Mirae Asset Large Cap Fund - Regular - Growth,0.20360678307711866,0.3400091602163293,1.4482911703262598,2.3856443733688186,0.18196793619353316,0.5571340440928769,1.46,-0.11265729075028275,89.25
120504,ICICI Pru Bluechip Fund - Direct - Growth,0.13064279264417977,0.3248742855621496,1.0265242847993001,1.8052937940992548,0.11599437019255472,0.6065291576079518,0.8,-0.12588275606922517,85.0
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,0.5323239623092084,0.32442459421956116,1.093698743534631,1.8291339615146942,0.11442300096849978,0.9915895273399906,1.38,-0.16217208574644848,81.75
120843,Kotak Flexicap Fund - Regular - Growth,0.26657081760850154,0.2958277033726251,1.3067439695428409,2.3643200321667184,0.10264488235821481,1.0687458558332725,1.45,-0.1297396816518679,81.5
120505,ICICI Pru Midcap Fund - Regular - Growth,0.29604659337893646,0.317775371512347,1.1801011976606492,2.0293529404657464,0.10264725537819627,1.1948147642957916,1.36,-0.18188513572116294,81.25
119551,SBI Bluechip Fund - Regular Plan - Growth,0.6043734071403091,0.3045652442030289,1.2082665673727175,2.140267129061793,0.14151304739808193,0.5629308778564813,1.54,-0.1501238549864533,78.81
148569,Mirae Asset Tax Saver Fund - Regular - Growth,0.3975176148971702,0.2917890157839378,1.2349300257743294,2.146913926346055,0.0964729741905604,1.1745863251691935,1.6,-0.1639674294693263,71.69
101206,ABSL Frontline Equity Fund - Regular - Growth,0.4792412023860102,0.2896769452874166,1.0272133278753695,1.799562874698452,0.09744276980996124,0.7370150749441956,1.6,-0.11291596329323073,70.69
119094,Axis Midcap Fund - Regular - Growth,0.22261065131342206,0.35111802096428524,0.9982309868636413,1.7037974802463003,0.016867230962721087,1.520896481602754,1.38,-0.20960883862039192,68.0
119552,SBI Bluechip Fund - Direct Plan - Growth,0.05706100044974027,0.16267372294624916,0.9532794968660104,1.609776489628308,0.06197305331497181,0.8546331906290231,0.66,-0.11803493502764295,66.5
149323,DSP Midcap Fund - Regular - Growth,0.21481222193726257,0.268699908289022,1.1321218524747243,1.8751010639192083,0.08772338760612475,1.1204823921524785,1.61,-0.17248105753451382,66.25
118632,Nippon India Large Cap Fund - Regular - Growth,0.339810484550213,0.22652359830098634,1.0816591793457042,1.850132546855726,0.057106039669331816,1.0119847058962186,1.51,-0.17414075086657232,64.06
118635,Nippon India ETF Nifty 50 BeES,0.22493224932249345,0.20008208380471482,0.664856998549062,1.137976718780742,0.05179487547677479,0.6258420867428852,0.89,-0.1165062450540909,62.0
118633,Nippon India Large Cap Fund - Direct - Growth,0.25539980483954094,0.2108997654925684,0.6452074382933215,1.154475716923624,0.04422646866006804,0.698535228576799,0.72,-0.18629743138595511,60.56
102885,UTI Nifty 50 Index Fund - Regular - Growth,0.20207703983094838,0.1966726206830185,0.8170993373494367,1.4357420130649492,0.07188210134066052,0.616292265757131,1.57,-0.1085986215250232,59.0
120507,ICICI Pru Liquid Fund - Regular - Growth,0.0742505077613469,0.07394286300360076,0.4957233929533123,1.0521238822609291,0.06836000378313713,-0.005732200015387921,0.74,-0.0009773140045925555,57.5
125497,HDFC Top 100 Fund - Direct Plan - Growth,0.2867535802656873,0.18434488610520172,0.7757902498211205,1.3306512447571364,0.03371692785650554,0.9123261794104114,0.92,-0.15200013055606398,56.75
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.14269394138778924,0.14748035533586012,0.9262873467360144,1.632740977873516,0.07904245498406462,0.8104117143433328,1.52,-0.1527259422823477,55.44
149324,DSP Small Cap Fund - Regular - Growth,0.6513871892998797,0.27000426614519246,0.9497958246616031,1.6197931764914093,-0.051278045623042966,2.214803834236839,1.52,-0.31171900300634214,53.19
119598,SBI Small Cap Fund - Regular Plan - Growth,0.8277605861507404,0.2666992200118774,0.9453082575156095,1.6753165700125519,-0.08812721951686422,2.457368834340668,1.43,-0.2870600572176455,52.38
120844,Kotak Liquid Fund - Regular - Growth,0.07120323042122512,0.06695971624586994,-0.08874729621557288,-0.1877230477424223,0.06624144385499518,-0.010671268007490773,0.6,-0.0011629327956168556,50.62
120503,ICICI Pru Bluechip Fund - Regular - Growth,0.08489081269294418,0.13978381933703043,0.7979728586052847,1.3379431500669237,0.028728935886037796,0.9247921208111867,1.42,-0.13897862823061635,50.62
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.4181904829701364,0.1842199653744454,0.6488787755249532,1.0958951614736467,0.018469334050126258,0.914058887459882,1.41,-0.1982565826298267,48.12
119093,Axis Bluechip Fund - Direct - Growth,0.197667410165155,0.20816771175535864,0.12961449795669328,0.22108683979276353,-0.0781152813660859,1.0139262119982864,0.75,-0.21751396370148224,46.62
102887,UTI Flexi Cap Fund - Regular - Growth,0.135831349444816,0.25556187904126526,0.6195175900829828,1.0887552508030016,0.024546563427794304,0.8682864578367645,1.64,-0.21539827112383225,44.69
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.10454939683040276,0.040622050237771434,-0.35662950751436784,-0.6135251287271023,0.03495242125822959,0.09956905729843599,0.55,-0.08316361763638702,42.12
101208,ABSL Liquid Fund - Regular - Growth,0.0723664530138024,0.06315784491375509,-0.8155673679088263,-1.681037866751281,0.06103184313333541,-0.0010198340079364259,0.79,-0.0016224980244717857,41.88
149322,DSP Top 100 Equity Fund - Regular - Growth,0.1811115252275146,0.18044206486636138,0.46403744922047774,0.7621288703723166,-0.019263725813704557,0.9487248528073089,1.54,-0.14844576917771746,41.69
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.055219955107626895,0.05840358798463097,-0.22657538662791576,-0.37676700817066683,0.04251454061462542,0.08487388027964798,0.77,-0.04328728923970093,41.25
100025,HDFC Short Term Debt Fund - Regular - Growth,0.03704968580461343,0.039163899571040384,-0.5670947928476846,-0.9418212366054204,0.03319866074294831,0.06071304883828607,0.56,-0.04308263824636349,39.88
120841,Kotak Bluechip Fund - Regular - Growth,0.16837098075385626,0.1726727508371786,0.4942725378672349,0.8625738849916581,0.020996230009682273,0.6951836824355575,1.59,-0.1757361416468729,39.38
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.15443720834451846,0.11245222866621418,0.30061192104254786,0.5088128197169232,-0.09849952597540401,1.3750608967383793,0.78,-0.21117279560132118,38.12
118634,Nippon India Small Cap Fund - Regular - Growth,0.15811221971300937,0.08007927728656083,0.44843400890899127,0.7460146308533572,-0.17834516605752684,2.2420162446678216,1.53,-0.2334488614483311,28.81
120842,Kotak Emerging Equity Fund - Regular - Growth,0.2250195657587366,0.07756003551327284,0.07599984804658923,0.12469346986475674,-0.09246402314999572,1.075704655273852,1.56,-0.24003511326274884,25.62
119599,SBI Small Cap Fund - Direct Plan - Growth,0.1394780335518997,-0.01337386614488112,-0.05718662582817995,-0.09438726129459606,-0.27362422338435166,2.03965414498836,0.72,-0.5257422117012851,22.94
119092,Axis Bluechip Fund - Regular - Growth,0.016091186722522632,0.005258871209757432,0.03078485095458594,0.05257398559304803,-0.115018727162994,1.1590213318629516,1.64,-0.1440161790933726,20.06
100016,HDFC Top 100 Fund - Regular Plan - Growth,-0.02224270997710287,0.01292649342495622,-0.20151706755966936,-0.3510474601523089,-0.08969879640543672,0.7884407334841197,1.55,-0.24734440880673303,17.88
102886,UTI Mid Cap Fund - Regular - Growth,-0.16797480944407306,-0.007674063178547241,-0.20583160785470309,-0.34722230254727265,-0.1156784482249716,0.9014414037954364,1.51,-0.2800112356639287,16.31
119095,Axis Small Cap Fund - Regular - Growth,-0.427976145588544,-0.11705806723995271,-0.0759735711747892,-0.12818559275851926,-0.3056243461244477,2.2108490756850485,1.38,-0.5167775370852656,16.25
101207,ABSL Small Cap Fund - Regular - Growth,-0.23986031710270628,-0.04152381044854481,0.16266076928646772,0.27664379626092334,-0.35074122431691096,2.8781840749412004,1.53,-0.3544691649336603,15.56
